tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
3,80.0,Month-to-month,No,0-12,High
48,79.65,Two year,No,25-48,High
15,25.2,Two year,No,13-24,Low
25,19.9,One year,No,25-48,Low
1,78.45,Month-to-month,Yes,0-12,High
48,44.8,Month-to-month,No,25-48,Medium
1,20.3,Month-to-month,No,0-12,Low
1,19.2,Month-to-month,No,0-12,Low
37,80.05,One year,No,25-48,High
66,107.35,One year,No,49-72,High
26,47.85,One year,No,25-48,Medium
63,70.8,One year,No,49-72,High
10,29.5,Month-to-month,Yes,0-12,Low
2,70.75,Month-to-month,Yes,0-12,High
18,59.1,Month-to-month,No,13-24,Medium
64,25.55,Two year,No,49-72,Low
9,84.45,Month-to-month,Yes,0-12,High
28,20.25,Month-to-month,No,25-48,Low
1,75.55,Month-to-month,No,0-12,High
4,85.65,Month-to-month,Yes,0-12,High
38,70.15,One year,Yes,25-48,High
66,95.3,One year,No,49-72,High
1,70.25,Month-to-month,No,0-12,High
18,50.3,Month-to-month,No,13-24,Medium
51,97.8,Month-to-month,Yes,49-72,High
0,19.85,Two year,No,,Low
1,46.3,Month-to-month,Yes,0-12,Medium
12,19.35,Two year,No,0-12,Low
41,106.3,Month-to-month,Yes,25-48,High
12,25.0,Month-to-month,No,0-12,Low
55,20.3,Two year,No,49-72,Low
7,75.35,Month-to-month,No,0-12,High
12,89.4,Month-to-month,Yes,0-12,High
68,88.0,Two year,No,49-72,High
5,83.15,Month-to-month,Yes,0-12,High
49,43.8,Month-to-month,No,49-72,Medium
40,62.05,One year,No,25-48,Medium
16,20.1,One year,No,13-24,Low
10,74.15,Month-to-month,Yes,0-12,High
72,101.35,One year,No,49-72,High
2,84.05,Month-to-month,No,0-12,High
23,20.9,Two year,No,13-24,Low
71,105.9,One year,No,49-72,High
11,99.5,Month-to-month,Yes,0-12,High
1,44.15,Month-to-month,Yes,0-12,Medium
16,53.9,Month-to-month,Yes,13-24,Medium
1,85.45,Month-to-month,Yes,0-12,High
12,85.05,Month-to-month,No,0-12,High
54,44.1,One year,No,49-72,Medium
68,90.2,Two year,No,49-72,High
4,50.85,Month-to-month,Yes,0-12,Medium
1,59.2,Month-to-month,Yes,0-12,Medium
27,53.45,Month-to-month,No,25-48,Medium
21,19.95,Month-to-month,No,13-24,Low
13,83.2,Month-to-month,Yes,13-24,High
64,74.65,Month-to-month,No,49-72,High
1,54.9,Month-to-month,Yes,0-12,Medium
57,57.5,Two year,No,49-72,Medium
21,103.9,Month-to-month,Yes,13-24,High
19,19.65,Two year,No,13-24,Low
31,93.8,One year,No,25-48,High
52,89.25,Two year,No,49-72,High
46,94.15,One year,No,25-48,High
11,55.6,Month-to-month,No,0-12,Medium
53,48.7,Month-to-month,No,49-72,Medium
11,19.25,Month-to-month,Yes,0-12,Low
57,104.9,Month-to-month,No,49-72,High
2,75.45,Month-to-month,Yes,0-12,High
2,54.85,Month-to-month,Yes,0-12,Medium
71,19.9,Two year,No,49-72,Low
1,19.4,Month-to-month,No,0-12,Low
68,25.05,Two year,No,49-72,Low
72,84.45,Two year,No,49-72,High
2,19.3,Month-to-month,No,0-12,Low
1,95.1,Month-to-month,Yes,0-12,High
41,79.85,One year,No,25-48,High
72,25.55,Two year,No,49-72,Low
6,75.5,Month-to-month,Yes,0-12,High
4,73.75,Month-to-month,Yes,0-12,High
12,96.05,Month-to-month,Yes,0-12,High
58,68.4,One year,No,49-72,Medium
7,20.65,Month-to-month,No,0-12,Low
65,55.15,Month-to-month,No,49-72,Medium
1,70.6,Month-to-month,No,0-12,High
56,19.95,One year,No,49-72,Low
4,19.0,Month-to-month,No,0-12,Low
58,44.1,One year,No,49-72,Medium
62,107.6,Two year,No,49-72,High
26,61.55,One year,No,25-48,Medium
62,90.7,Month-to-month,No,49-72,High
58,99.25,One year,No,49-72,High
68,91.7,Two year,No,49-72,High
61,100.7,One year,No,49-72,High
42,78.45,Two year,No,25-48,High
18,84.3,Month-to-month,No,13-24,High
56,19.55,Two year,No,49-72,Low
4,88.95,Month-to-month,Yes,0-12,High
4,20.45,Month-to-month,No,0-12,Low
35,55.6,One year,No,25-48,Medium
64,86.8,Month-to-month,No,49-72,High
31,20.95,One year,No,25-48,Low
67,20.05,Two year,No,49-72,Low
4,50.7,Month-to-month,Yes,0-12,Medium
70,113.65,Two year,No,49-72,High
3,53.4,Month-to-month,Yes,0-12,Medium
53,101.9,Month-to-month,Yes,49-72,High
2,59.5,Two year,No,0-12,Medium
29,87.8,Month-to-month,No,25-48,High
47,41.9,Two year,No,25-48,Medium
68,83.0,One year,Yes,49-72,High
12,69.85,Month-to-month,No,0-12,Medium
8,56.3,Month-to-month,No,0-12,Medium
54,109.55,Month-to-month,No,49-72,High
69,92.15,Two year,No,49-72,High
26,69.5,Month-to-month,No,25-48,Medium
72,97.0,Two year,No,49-72,High
70,58.35,Two year,No,49-72,Medium
1,50.6,Month-to-month,Yes,0-12,Medium
10,89.5,Month-to-month,Yes,0-12,High
28,70.4,One year,No,25-48,High
1,69.8,Month-to-month,Yes,0-12,Medium
21,94.3,Month-to-month,No,13-24,High
51,93.8,Month-to-month,Yes,49-72,High
53,19.55,One year,No,49-72,Low
53,95.95,One year,No,49-72,High
24,101.05,Month-to-month,Yes,13-24,High
70,94.8,Two year,No,49-72,High
61,107.75,One year,No,49-72,High
11,54.6,One year,No,0-12,Medium
2,71.3,Month-to-month,No,0-12,High
25,19.5,One year,No,25-48,Low
41,56.3,One year,No,25-48,Medium
18,94.7,Month-to-month,Yes,13-24,High
72,104.15,Two year,Yes,49-72,High
71,90.55,Two year,No,49-72,High
34,60.8,One year,No,25-48,Medium
29,98.8,Month-to-month,No,25-48,High
40,98.15,One year,No,25-48,High
36,35.35,One year,No,25-48,Medium
46,103.15,One year,No,25-48,High
58,107.75,One year,No,49-72,High
39,81.4,One year,No,25-48,High
4,61.45,Month-to-month,Yes,0-12,Medium
52,95.7,One year,No,49-72,High
70,104.8,One year,No,49-72,High
65,70.95,One year,No,49-72,High
1,44.95,Month-to-month,No,0-12,Medium
70,97.65,One year,No,49-72,High
29,35.65,Month-to-month,No,25-48,Medium
1,90.55,Month-to-month,Yes,0-12,High
67,85.25,Two year,No,49-72,High
1,19.5,Month-to-month,No,0-12,Low
26,88.8,Month-to-month,Yes,25-48,High
30,25.1,Two year,No,25-48,Low
48,100.05,Month-to-month,No,25-48,High
55,55.7,Month-to-month,No,49-72,Medium
7,85.2,Month-to-month,Yes,0-12,High
37,91.15,Month-to-month,No,25-48,High
31,83.85,Month-to-month,No,25-48,High
4,45.9,Month-to-month,No,0-12,Medium
72,25.1,Two year,No,49-72,Low
5,91.4,Month-to-month,Yes,0-12,High
1,19.7,Month-to-month,No,0-12,Low
15,91.5,Month-to-month,No,13-24,High
8,51.3,Month-to-month,No,0-12,Medium
35,21.1,One year,No,25-48,Low
56,104.75,Month-to-month,No,49-72,High
42,106.15,Month-to-month,Yes,25-48,High
65,85.75,Month-to-month,No,49-72,High
2,20.3,One year,No,0-12,Low
65,100.75,One year,No,49-72,High
18,74.15,Month-to-month,No,13-24,High
23,78.55,One year,No,13-24,High
4,45.3,Month-to-month,Yes,0-12,Medium
70,19.85,Two year,No,49-72,Low
4,50.7,Month-to-month,No,0-12,Medium
19,45.0,Month-to-month,No,13-24,Medium
18,77.8,Month-to-month,No,13-24,High
38,83.45,Month-to-month,No,25-48,High
2,73.25,Month-to-month,Yes,0-12,High
47,94.8,One year,No,25-48,High
52,20.1,Two year,No,49-72,Low
9,59.9,Month-to-month,No,0-12,Medium
26,90.1,One year,No,25-48,High
8,51.05,Month-to-month,Yes,0-12,Medium
44,70.95,One year,No,25-48,High
3,29.2,Month-to-month,No,0-12,Low
2,46.6,Month-to-month,No,0-12,Medium
9,85.35,Month-to-month,Yes,0-12,High
1,75.35,Month-to-month,Yes,0-12,High
25,74.3,Month-to-month,No,25-48,High
2,69.3,Month-to-month,No,0-12,Medium
43,75.2,Month-to-month,Yes,25-48,High
1,20.9,Month-to-month,Yes,0-12,Low
58,94.3,One year,No,49-72,High
59,76.45,Two year,No,49-72,High
44,54.0,One year,No,25-48,Medium
66,104.25,One year,No,49-72,High
68,19.95,Two year,No,49-72,Low
9,24.95,Month-to-month,No,0-12,Low
19,84.75,Month-to-month,No,13-24,High
4,19.75,Month-to-month,No,0-12,Low
70,113.65,Two year,No,49-72,High
1,44.9,Month-to-month,No,0-12,Medium
8,75.25,Month-to-month,No,0-12,High
53,24.6,Two year,No,49-72,Low
51,25.0,One year,No,49-72,Low
11,20.95,Month-to-month,No,0-12,Low
60,110.6,Two year,No,49-72,High
17,55.5,Month-to-month,No,13-24,Medium
3,43.3,Month-to-month,Yes,0-12,Medium
70,109.5,One year,Yes,49-72,High
1,19.45,Month-to-month,No,0-12,Low
43,84.85,Month-to-month,No,25-48,High
16,19.6,Month-to-month,No,13-24,Low
57,53.45,One year,No,49-72,Medium
37,19.8,One year,No,25-48,Low
72,112.1,Two year,No,49-72,High
11,84.8,Month-to-month,Yes,0-12,High
50,95.05,Month-to-month,Yes,49-72,High
5,50.35,Month-to-month,Yes,0-12,Medium
1,74.6,Month-to-month,Yes,0-12,High
16,19.7,Month-to-month,Yes,13-24,Low
2,74.2,Month-to-month,No,0-12,High
17,69.0,Month-to-month,No,13-24,Medium
16,19.35,One year,No,13-24,Low
15,59.45,Month-to-month,Yes,13-24,Medium
10,19.8,One year,No,0-12,Low
46,105.2,One year,Yes,25-48,High
64,109.2,Two year,No,49-72,High
1,79.15,Month-to-month,No,0-12,High
25,53.65,One year,No,25-48,Medium
71,100.2,Two year,No,49-72,High
8,45.15,Month-to-month,Yes,0-12,Medium
72,108.65,Two year,No,49-72,High
49,40.65,Month-to-month,No,49-72,Medium
29,55.35,One year,No,25-48,Medium
72,105.6,Two year,No,49-72,High
31,93.8,Month-to-month,Yes,25-48,High
50,95.7,Month-to-month,No,49-72,High
71,83.2,Two year,No,49-72,High
70,90.05,Two year,No,49-72,High
71,97.65,One year,No,49-72,High
61,68.05,Two year,No,49-72,Medium
32,96.2,Month-to-month,Yes,25-48,High
1,79.6,Month-to-month,Yes,0-12,High
68,102.1,Two year,No,49-72,High
62,23.4,Two year,No,49-72,Low
7,71.05,Month-to-month,No,0-12,High
20,85.25,Month-to-month,Yes,13-24,High
6,19.45,One year,No,0-12,Low
33,59.45,Month-to-month,No,25-48,Medium
28,92.2,One year,No,25-48,High
27,19.85,Two year,No,25-48,Low
7,43.9,Month-to-month,No,0-12,Medium
26,80.5,Month-to-month,Yes,25-48,High
5,89.8,Month-to-month,Yes,0-12,High
30,90.5,Month-to-month,No,25-48,High
63,90.45,One year,No,49-72,High
1,50.75,Month-to-month,Yes,0-12,Medium
53,84.6,One year,No,49-72,High
14,89.65,Month-to-month,Yes,13-24,High
21,99.15,Month-to-month,No,13-24,High
17,19.95,One year,No,13-24,Low
16,20.5,Two year,No,13-24,Low
35,62.1,Month-to-month,No,25-48,Medium
32,79.5,Month-to-month,No,25-48,High
28,19.55,Month-to-month,No,25-48,Low
1,20.35,Month-to-month,No,0-12,Low
59,51.7,Month-to-month,No,49-72,Medium
72,23.3,One year,No,49-72,Low
36,65.4,One year,Yes,25-48,Medium
40,65.1,Month-to-month,No,25-48,Medium
40,81.2,Month-to-month,No,25-48,High
9,72.9,Month-to-month,Yes,0-12,High
63,74.5,Two year,No,49-72,High
3,80.5,Month-to-month,No,0-12,High
40,60.3,One year,No,25-48,Medium
8,75.0,Month-to-month,No,0-12,High
34,90.15,One year,No,25-48,High
5,40.0,Month-to-month,Yes,0-12,Medium
9,99.45,Month-to-month,Yes,0-12,High
9,69.05,Month-to-month,No,0-12,Medium
31,59.7,Month-to-month,No,25-48,Medium
50,19.85,One year,No,49-72,Low
2,86.25,Month-to-month,Yes,0-12,High
1,45.65,Month-to-month,Yes,0-12,Medium
8,70.1,Month-to-month,Yes,0-12,High
9,40.75,Month-to-month,No,0-12,Medium
2,70.2,Month-to-month,Yes,0-12,High
3,55.35,Month-to-month,Yes,0-12,Medium
25,95.7,Month-to-month,No,25-48,High
1,46.3,Month-to-month,No,0-12,Medium
45,81.3,Month-to-month,No,25-48,High
51,84.2,Month-to-month,Yes,49-72,High
55,20.0,Month-to-month,No,49-72,Low
38,66.15,Month-to-month,No,25-48,Medium
2,45.85,Month-to-month,Yes,0-12,Medium
38,19.6,Month-to-month,No,25-48,Low
34,49.8,Month-to-month,No,25-48,Medium
70,101.75,One year,No,49-72,High
13,55.15,One year,No,13-24,Medium
39,75.25,Month-to-month,Yes,25-48,High
61,103.95,One year,No,49-72,High
12,100.15,Month-to-month,Yes,0-12,High
41,99.65,Two year,No,25-48,High
21,73.7,Month-to-month,No,13-24,High
55,50.05,One year,No,49-72,Medium
69,60.25,Two year,No,49-72,Medium
26,105.75,Month-to-month,Yes,25-48,High
69,87.3,One year,No,49-72,High
18,48.35,Month-to-month,Yes,13-24,Medium
47,54.25,Month-to-month,No,25-48,Medium
72,85.3,Two year,No,49-72,High
33,50.0,Month-to-month,No,25-48,Medium
2,24.4,Month-to-month,Yes,0-12,Low
72,90.95,Two year,No,49-72,High
37,72.25,Month-to-month,No,25-48,High
62,96.1,Month-to-month,No,49-72,High
71,19.85,Two year,No,49-72,Low
23,55.3,Month-to-month,No,13-24,Medium
16,20.1,One year,No,13-24,Low
9,69.5,Month-to-month,No,0-12,Medium
17,25.15,Two year,No,13-24,Low
4,20.95,Month-to-month,Yes,0-12,Low
1,49.55,Month-to-month,Yes,0-12,Medium
24,79.65,Month-to-month,No,13-24,High
1,71.25,Month-to-month,No,0-12,High
72,113.8,Two year,No,49-72,High
72,24.55,Two year,No,49-72,Low
11,19.7,Month-to-month,No,0-12,Low
9,20.25,Month-to-month,Yes,0-12,Low
2,50.15,Month-to-month,Yes,0-12,Medium
60,100.5,One year,No,49-72,High
29,95.9,Month-to-month,Yes,25-48,High
49,74.45,Two year,No,49-72,High
30,104.1,Month-to-month,No,25-48,High
53,19.05,One year,No,49-72,Low
39,25.0,Two year,No,25-48,Low
9,19.05,Month-to-month,No,0-12,Low
39,81.9,One year,No,25-48,High
8,69.7,Month-to-month,No,0-12,Medium
51,90.15,One year,No,49-72,High
71,25.35,Two year,No,49-72,Low
71,24.65,Two year,No,49-72,Low
70,19.55,Two year,No,49-72,Low
1,25.25,Month-to-month,Yes,0-12,Low
38,60.0,Two year,No,25-48,Medium
28,89.9,Month-to-month,No,25-48,High
32,19.4,Month-to-month,No,25-48,Low
49,49.8,Two year,No,49-72,Medium
37,24.1,Two year,No,25-48,Low
10,54.25,Month-to-month,No,0-12,Medium
67,109.9,One year,No,49-72,High
7,35.5,One year,No,0-12,Medium
51,87.55,One year,No,49-72,High
9,45.15,Month-to-month,Yes,0-12,Medium
9,88.4,Month-to-month,No,0-12,High
4,50.8,Month-to-month,No,0-12,Medium
71,99.0,Two year,No,49-72,High
50,84.4,Month-to-month,Yes,49-72,High
24,96.55,Two year,No,13-24,High
22,59.75,One year,No,13-24,Medium
44,111.5,Month-to-month,No,25-48,High
33,24.25,Month-to-month,No,25-48,Low
1,75.1,Month-to-month,Yes,0-12,High
54,70.15,One year,Yes,49-72,High
42,101.75,Month-to-month,Yes,25-48,High
1,45.8,Month-to-month,Yes,0-12,Medium
1,20.5,Month-to-month,No,0-12,Low
30,70.4,One year,No,25-48,High
1,30.55,Month-to-month,No,0-12,Low
16,84.9,Month-to-month,No,13-24,High
1,20.1,Month-to-month,Yes,0-12,Low
9,40.65,Month-to-month,Yes,0-12,Medium
46,101.0,Month-to-month,Yes,25-48,High
1,69.1,Month-to-month,Yes,0-12,Medium
71,54.5,Two year,No,49-72,Medium
43,75.35,Month-to-month,No,25-48,High
50,44.45,One year,No,49-72,Medium
13,75.0,Month-to-month,Yes,13-24,High
19,100.0,One year,Yes,13-24,High
41,98.05,Month-to-month,No,25-48,High
1,71.15,Month-to-month,Yes,0-12,High
24,54.15,Month-to-month,Yes,13-24,Medium
40,63.9,One year,No,25-48,Medium
3,69.15,Month-to-month,No,0-12,Medium
37,64.65,One year,No,25-48,Medium
67,108.75,Two year,Yes,49-72,High
32,98.85,Month-to-month,No,25-48,High
6,49.15,Month-to-month,Yes,0-12,Medium
32,89.6,Month-to-month,No,25-48,High
59,83.25,Month-to-month,No,49-72,High
30,70.25,One year,No,25-48,High
20,19.4,Month-to-month,Yes,13-24,Low
27,24.5,Two year,No,25-48,Low
20,79.15,Month-to-month,Yes,13-24,High
9,20.1,One year,No,0-12,Low
68,73.0,One year,No,49-72,High
69,61.4,Two year,No,49-72,Medium
26,84.3,Month-to-month,No,25-48,High
69,19.9,Two year,No,49-72,Low
11,20.4,Two year,No,0-12,Low
1,50.75,Month-to-month,No,0-12,Medium
10,20.45,One year,No,0-12,Low
55,75.75,One year,No,49-72,High
44,65.4,One year,No,25-48,Medium
46,80.4,Month-to-month,Yes,25-48,High
69,59.75,Two year,No,49-72,Medium
11,78.5,Month-to-month,No,0-12,High
11,102.0,Month-to-month,Yes,0-12,High
29,48.95,Month-to-month,No,25-48,Medium
57,99.65,Month-to-month,No,49-72,High
28,18.25,One year,No,25-48,Low
42,54.55,Month-to-month,No,25-48,Medium
2,20.65,Month-to-month,Yes,0-12,Low
23,40.65,One year,No,13-24,Medium
18,20.45,Month-to-month,No,13-24,Low
62,24.8,One year,No,49-72,Low
1,70.8,Month-to-month,Yes,0-12,High
16,89.05,Month-to-month,Yes,13-24,High
3,96.6,Month-to-month,Yes,0-12,High
67,88.8,One year,No,49-72,High
62,20.05,Two year,No,49-72,Low
57,104.5,Month-to-month,Yes,49-72,High
2,69.8,Month-to-month,No,0-12,Medium
23,77.15,Two year,No,13-24,High
25,35.05,Two year,No,25-48,Medium
72,108.1,Two year,No,49-72,High
2,84.05,Month-to-month,No,0-12,High
8,20.2,One year,No,0-12,Low
5,50.6,Month-to-month,Yes,0-12,Medium
35,49.2,Month-to-month,No,25-48,Medium
24,24.6,One year,No,13-24,Low
2,71.65,Month-to-month,No,0-12,High
72,104.9,Two year,No,49-72,High
41,106.5,Month-to-month,No,25-48,High
4,49.35,Month-to-month,Yes,0-12,Medium
26,75.5,One year,No,25-48,High
7,94.25,Month-to-month,Yes,0-12,High
1,68.95,Month-to-month,Yes,0-12,Medium
4,58.5,Month-to-month,No,0-12,Medium
48,78.9,Two year,No,25-48,High
2,93.85,Month-to-month,Yes,0-12,High
12,79.2,One year,No,0-12,High
60,109.45,Month-to-month,No,49-72,High
55,59.2,Two year,No,49-72,Medium
1,29.15,Month-to-month,No,0-12,Low
1,20.05,Month-to-month,No,0-12,Low
4,76.05,Month-to-month,Yes,0-12,High
1,24.45,Month-to-month,Yes,0-12,Low
42,66.5,Two year,No,25-48,Medium
1,49.55,Month-to-month,No,0-12,Medium
7,89.35,Month-to-month,Yes,0-12,High
3,73.6,Month-to-month,No,0-12,High
72,82.65,Two year,No,49-72,High
15,49.0,Month-to-month,No,13-24,Medium
4,80.35,Month-to-month,Yes,0-12,High
11,25.2,One year,No,0-12,Low
5,25.45,Month-to-month,No,0-12,Low
1,55.8,Month-to-month,Yes,0-12,Medium
72,110.9,Two year,No,49-72,High
55,77.75,Month-to-month,No,49-72,High
40,26.2,Month-to-month,No,25-48,Low
57,19.9,Two year,No,49-72,Low
1,79.05,Month-to-month,Yes,0-12,High
1,95.0,Month-to-month,Yes,0-12,High
1,25.2,Month-to-month,Yes,0-12,Low
52,80.85,One year,No,49-72,High
41,98.4,Month-to-month,Yes,25-48,High
43,56.35,One year,No,25-48,Medium
47,19.3,Two year,No,25-48,Low
3,50.4,Month-to-month,No,0-12,Medium
66,79.4,Two year,Yes,49-72,High
55,55.25,Two year,No,49-72,Medium
29,19.1,One year,No,25-48,Low
12,84.05,Month-to-month,No,0-12,High
66,105.2,Month-to-month,No,49-72,High
35,101.4,Month-to-month,Yes,25-48,High
10,89.8,Month-to-month,Yes,0-12,High
27,75.75,Month-to-month,No,25-48,High
58,95.3,Month-to-month,No,49-72,High
54,109.75,Two year,Yes,49-72,High
9,19.85,Month-to-month,No,0-12,Low
2,19.3,One year,Yes,0-12,Low
6,69.1,Month-to-month,No,0-12,Medium
26,91.25,Month-to-month,Yes,25-48,High
9,20.25,Month-to-month,No,0-12,Low
8,54.75,Month-to-month,No,0-12,Medium
12,81.45,Month-to-month,No,0-12,High
15,49.1,Month-to-month,Yes,13-24,Medium
43,80.2,One year,No,25-48,High
42,100.3,Month-to-month,No,25-48,High
31,65.25,Month-to-month,Yes,25-48,Medium
66,90.95,Two year,No,49-72,High
18,85.45,Month-to-month,Yes,13-24,High
1,20.0,Month-to-month,No,0-12,Low
61,94.1,Two year,Yes,49-72,High
10,79.85,Month-to-month,No,0-12,High
1,71.65,Month-to-month,Yes,0-12,High
18,73.55,Month-to-month,No,13-24,High
24,104.65,Month-to-month,Yes,13-24,High
3,19.3,Month-to-month,No,0-12,Low
50,20.15,One year,No,49-72,Low
1,44.55,Month-to-month,No,0-12,Medium
2,54.45,Month-to-month,No,0-12,Medium
17,19.65,One year,No,13-24,Low
69,105.0,Two year,No,49-72,High
72,88.7,Two year,No,49-72,High
3,74.25,Month-to-month,Yes,0-12,High
50,75.15,Two year,No,49-72,High
53,20.25,Two year,No,49-72,Low
58,109.1,Two year,No,49-72,High
46,30.75,One year,No,25-48,Low
72,112.9,Month-to-month,No,49-72,High
1,74.2,Month-to-month,Yes,0-12,High
6,94.05,Month-to-month,No,0-12,High
72,78.85,Two year,No,49-72,High
4,55.3,Month-to-month,No,0-12,Medium
52,19.35,Two year,No,49-72,Low
0,25.35,Two year,No,,Low
2,20.45,One year,No,0-12,Low
65,19.35,Two year,No,49-72,Low
43,101.0,Month-to-month,Yes,25-48,High
4,100.2,Month-to-month,Yes,0-12,High
25,89.05,One year,Yes,25-48,High
51,78.65,One year,No,49-72,High
12,74.75,Month-to-month,No,0-12,High
57,70.1,One year,Yes,49-72,High
24,19.9,One year,No,13-24,Low
64,58.35,One year,No,49-72,Medium
4,105.65,One year,Yes,0-12,High
26,100.5,Month-to-month,No,25-48,High
15,20.05,Month-to-month,No,13-24,Low
64,25.65,Two year,No,49-72,Low
36,96.5,Month-to-month,Yes,25-48,High
27,95.0,Month-to-month,No,25-48,High
1,70.85,Month-to-month,Yes,0-12,High
35,85.95,One year,Yes,25-48,High
4,73.9,Month-to-month,Yes,0-12,High
8,45.45,Month-to-month,No,0-12,Medium
10,20.0,Month-to-month,No,0-12,Low
2,49.2,Month-to-month,No,0-12,Medium
58,109.45,Two year,Yes,49-72,High
51,83.25,Two year,No,49-72,High
46,19.25,Two year,No,25-48,Low
1,19.65,Month-to-month,No,0-12,Low
46,72.8,Month-to-month,No,25-48,High
50,109.65,Month-to-month,No,49-72,High
53,65.0,Month-to-month,No,49-72,Medium
61,114.1,Month-to-month,No,49-72,High
5,20.65,Month-to-month,No,0-12,Low
47,86.95,One year,No,25-48,High
54,94.75,One year,No,49-72,High
19,25.35,Month-to-month,No,13-24,Low
26,105.45,Two year,No,25-48,High
70,25.4,Two year,No,49-72,Low
17,102.55,Month-to-month,No,13-24,High
30,100.2,Month-to-month,Yes,25-48,High
1,24.0,Month-to-month,No,0-12,Low
19,25.6,Two year,No,13-24,Low
26,73.5,Two year,No,25-48,High
21,74.05,Month-to-month,Yes,13-24,High
50,98.25,One year,No,49-72,High
68,54.4,One year,No,49-72,Medium
3,101.55,Month-to-month,Yes,0-12,High
9,103.1,Month-to-month,No,0-12,High
51,34.2,Two year,No,49-72,Low
9,43.75,Month-to-month,No,0-12,Medium
41,111.95,One year,Yes,25-48,High
22,100.65,Month-to-month,No,13-24,High
21,55.95,One year,Yes,13-24,Medium
71,116.05,Two year,No,49-72,High
1,45.75,Month-to-month,Yes,0-12,Medium
26,82.0,One year,No,25-48,High
71,65.15,Two year,No,49-72,Medium
4,44.8,Month-to-month,No,0-12,Medium
12,79.8,Month-to-month,No,0-12,High
18,88.85,Month-to-month,No,13-24,High
3,74.95,Month-to-month,No,0-12,High
72,106.85,One year,No,49-72,High
11,74.95,Month-to-month,Yes,0-12,High
1,80.15,Month-to-month,Yes,0-12,High
13,19.3,One year,No,13-24,Low
72,109.25,One year,Yes,49-72,High
42,56.1,One year,No,25-48,Medium
17,19.7,Month-to-month,No,13-24,Low
7,51.3,Month-to-month,No,0-12,Medium
68,118.6,Two year,No,49-72,High
56,24.15,Two year,No,49-72,Low
38,20.3,One year,No,25-48,Low
72,115.5,Two year,No,49-72,High
48,25.05,One year,No,25-48,Low
52,109.1,Month-to-month,No,49-72,High
35,19.65,One year,No,25-48,Low
67,111.3,Two year,No,49-72,High
1,29.9,Month-to-month,No,0-12,Low
53,80.6,Month-to-month,No,49-72,High
34,20.8,Month-to-month,No,25-48,Low
3,35.2,Month-to-month,Yes,0-12,Medium
1,78.8,Month-to-month,Yes,0-12,High
19,89.95,Month-to-month,No,13-24,High
60,116.05,Two year,No,49-72,High
11,19.55,Two year,No,0-12,Low
47,106.4,Month-to-month,Yes,25-48,High
18,49.4,Month-to-month,Yes,13-24,Medium
60,115.25,Two year,No,49-72,High
72,24.8,Two year,No,49-72,Low
39,19.9,One year,No,25-48,Low
59,81.25,One year,No,49-72,High
2,69.95,Month-to-month,No,0-12,Medium
1,69.1,Month-to-month,Yes,0-12,Medium
20,90.2,Month-to-month,Yes,13-24,High
6,93.55,Month-to-month,Yes,0-12,High
71,86.4,Two year,No,49-72,High
24,66.3,Month-to-month,No,13-24,Medium
67,94.65,Month-to-month,No,49-72,High
1,80.85,Month-to-month,Yes,0-12,High
48,82.05,One year,Yes,25-48,High
37,72.1,One year,No,25-48,High
11,34.7,Month-to-month,No,0-12,Low
3,20.55,Month-to-month,Yes,0-12,Low
18,95.95,Month-to-month,No,13-24,High
50,44.8,One year,No,49-72,Medium
67,109.4,One year,No,49-72,High
25,71.05,Month-to-month,No,25-48,High
2,78.55,Month-to-month,Yes,0-12,High
9,19.7,Month-to-month,No,0-12,Low
10,40.25,One year,No,0-12,Medium
70,19.85,Two year,No,49-72,Low
9,68.25,Month-to-month,No,0-12,Medium
4,20.15,Month-to-month,No,0-12,Low
2,50.95,Month-to-month,No,0-12,Medium
1,78.65,Month-to-month,Yes,0-12,High
19,25.15,Month-to-month,No,13-24,Low
7,20.25,Month-to-month,No,0-12,Low
1,42.9,Month-to-month,Yes,0-12,Medium
1,44.0,Month-to-month,No,0-12,Medium
9,20.25,One year,No,0-12,Low
3,34.25,Month-to-month,Yes,0-12,Low
9,58.5,Month-to-month,Yes,0-12,Medium
5,55.8,Month-to-month,No,0-12,Medium
56,88.9,One year,No,49-72,High
18,57.65,Month-to-month,No,13-24,Medium
49,96.2,Month-to-month,Yes,49-72,High
70,79.15,Two year,No,49-72,High
72,108.05,Two year,No,49-72,High
6,74.4,Month-to-month,Yes,0-12,High
17,94.8,Month-to-month,No,13-24,High
29,45.9,Month-to-month,No,25-48,Medium
6,105.3,Month-to-month,Yes,0-12,High
63,102.6,Two year,No,49-72,High
16,73.85,Month-to-month,Yes,13-24,High
59,61.35,One year,No,49-72,Medium
3,57.55,Month-to-month,No,0-12,Medium
8,29.25,Month-to-month,No,0-12,Low
7,84.55,Month-to-month,Yes,0-12,High
68,19.6,Two year,No,49-72,Low
68,111.75,Two year,No,49-72,High
52,106.5,One year,No,49-72,High
72,107.7,Two year,No,49-72,High
32,19.3,One year,No,25-48,Low
72,20.05,Two year,No,49-72,Low
1,69.95,Month-to-month,No,0-12,Medium
42,63.7,One year,No,25-48,Medium
25,24.75,Two year,Yes,25-48,Low
45,50.9,Month-to-month,No,25-48,Medium
43,60.4,One year,No,25-48,Medium
37,79.25,One year,No,25-48,High
20,85.8,Month-to-month,Yes,13-24,High
4,24.45,Month-to-month,Yes,0-12,Low
